time,ID,VS,RPM,eng_temp,break_on_off,TPS,PV_AC_CAN,CONF_TCU,break_PRES,CUR_GR
1715950420.5822537,1087,,,,,,,,,0
1715950420.5861702,790,0,40973,,,,,,,
1715950420.5876157,809,,,180,0,43,0,1,,
1715950420.5911815,1087,,,,,,,,,0
1715950420.594923,790,0,40973,,,,,,,
1715950420.5963795,809,,,180,0,43,0,1,,
1715950420.6019983,1087,,,,,,,,,0
1715950420.6049259,790,0,40973,,,,,,,
1715950420.606377,809,,,180,0,43,0,1,,
1715950420.610868,1087,,,,,,,,,0
1715950420.614923,790,0,40973,,,,,,,
1715950420.6163955,809,,,180,0,43,0,1,,
1715950420.6221378,1087,,,,,,,,,0
1715950420.6250029,790,0,40973,,,,,,,
1715950420.626441,809,,,180,0,43,0,1,,
1715950420.6309454,1087,,,,,,,,,0
1715950420.634892,790,0,43021,,,,,,,
1715950420.6363416,809,,,180,0,43,0,1,,
1715950420.6418679,1087,,,,,,,,,0
1715950420.6449144,790,0,43021,,,,,,,
1715950420.646363,809,,,180,0,43,0,1,,
1715950420.650889,1087,,,,,,,,,0
1715950420.654924,790,0,43021,,,,,,,
1715950420.6563973,809,,,180,0,43,0,1,,
1715950420.6620078,1087,,,,,,,,,0
1715950420.6662989,790,0,43021,,,,,,,
1715950420.666534,809,,,180,0,43,0,1,,
1715950420.670977,1087,,,,,,,,,0
1715950420.6748328,790,0,43021,,,,,,,
1715950420.6762795,809,,,180,0,43,0,1,,
1715950420.6819038,1087,,,,,,,,,0
1715950420.684893,790,0,34573,,,,,,,
1715950420.686341,809,,,180,0,43,0,1,,
1715950420.6908398,1087,,,,,,,,,0
1715950420.6948152,790,0,34573,,,,,,,
1715950420.6962638,809,,,180,0,43,0,1,,
1715950420.7020605,1087,,,,,,,,,0
1715950420.7048793,790,0,34573,,,,,,,
1715950420.7063267,809,,,180,0,43,0,1,,
1715950420.7109823,1087,,,,,,,,,0
1715950420.7150452,790,0,34573,,,,,,,
1715950420.716494,809,,,180,0,43,0,1,,
1715950420.7219138,1087,,,,,,,,,0
1715950420.724916,790,0,32525,,,,,,,
1715950420.7251508,809,,,180,0,43,0,1,,
1715950420.731955,1087,,,,,,,,,0
1715950420.7348995,790,0,32525,,,,,,,
1715950420.7363474,809,,,180,0,43,0,1,,
1715950420.741974,1087,,,,,,,,,0
1715950420.7448962,790,0,32525,,,,,,,
1715950420.7463427,809,,,180,0,43,0,1,,
1715950420.7510965,1087,,,,,,,,,0
1715950420.7548358,790,0,32525,,,,,,,
1715950420.7562833,809,,,180,0,43,0,1,,
1715950420.761904,1087,,,,,,,,,0
1715950420.7662947,790,0,32525,,,,,,,
1715950420.7665281,809,,,180,0,43,0,1,,
1715950420.770939,1087,,,,,,,,,0
1715950420.774996,790,0,41997,,,,,,,
1715950420.7764494,809,,,180,0,43,0,1,,
1715950420.78198,1087,,,,,,,,,0
1715950420.7848673,790,0,41997,,,,,,,
1715950420.7863169,809,,,180,0,43,0,1,,
1715950420.7908413,1087,,,,,,,,,0
1715950420.794879,790,0,41997,,,,,,,
1715950420.7963257,809,,,180,0,43,0,1,,
1715950420.801872,1087,,,,,,,,,0
1715950420.8048127,790,0,41997,,,,,,,
1715950420.8062592,809,,,180,0,43,0,1,,
1715950420.8108695,1087,,,,,,,,,0
1715950420.81733,790,0,42253,,,,,,,
1715950420.8175633,809,,,180,0,43,0,1,,
1715950420.8219855,1087,,,,,,,,,0
1715950420.8249078,790,0,42253,,,,,,,
1715950420.8263538,809,,,180,0,43,0,1,,
1715950420.831332,1087,,,,,,,,,0
1715950420.835117,790,0,42253,,,,,,,
1715950420.836574,809,,,180,0,43,0,1,,
1715950420.8421214,1087,,,,,,,,,0
1715950420.8450704,790,0,42253,,,,,,,
1715950420.846519,809,,,180,0,43,0,1,,
1715950420.8510716,1087,,,,,,,,,0
1715950420.8550196,790,0,42253,,,,,,,
1715950420.8564725,809,,,180,0,43,0,1,,
1715950420.8623476,1087,,,,,,,,,0
1715950420.866352,790,0,38413,,,,,,,
1715950420.8665867,809,,,180,0,43,0,1,,
1715950420.871041,1087,,,,,,,,,0
1715950420.8749638,790,0,38413,,,,,,,
1715950420.876413,809,,,180,0,43,0,1,,
1715950420.8820994,1087,,,,,,,,,0
1715950420.8850315,790,0,38413,,,,,,,
1715950420.886474,809,,,180,0,43,0,1,,
1715950420.8910735,1087,,,,,,,,,0
1715950420.8949914,790,0,38413,,,,,,,
1715950420.8964503,809,,,180,0,43,0,1,,
1715950420.9019604,1087,,,,,,,,,0
1715950420.9049468,790,0,38413,,,,,,,
1715950420.9063978,809,,,180,0,43,0,1,,
1715950420.9120116,1087,,,,,,,,,0
1715950420.9150214,790,0,40973,,,,,,,
1715950420.9164503,809,,,180,0,43,0,1,,
1715950420.9220645,1087,,,,,,,,,0
1715950420.9249573,790,0,40973,,,,,,,
1715950420.9264054,809,,,180,0,43,0,1,,
1715950420.9310322,1087,,,,,,,,,0
1715950420.935038,790,0,40973,,,,,,,
1715950420.9364927,809,,,180,0,43,0,1,,
1715950420.9420757,1087,,,,,,,,,0
1715950420.9449894,790,0,40973,,,,,,,
1715950420.946436,809,,,180,0,43,0,1,,
1715950420.95205,1087,,,,,,,,,0
1715950420.9549575,790,0,34317,,,,,,,
1715950420.9564135,809,,,180,0,43,0,1,,
1715950420.9620113,1087,,,,,,,,,0
1715950420.9656897,790,0,34317,,,,,,,
1715950420.9659262,809,,,180,0,43,0,1,,
1715950420.9710302,1087,,,,,,,,,0
1715950420.9750018,790,0,34317,,,,,,,
1715950420.9764628,809,,,180,0,43,0,1,,
1715950420.9820633,1087,,,,,,,,,0
1715950420.9849386,790,0,34317,,,,,,,
1715950420.985174,809,,,180,0,43,0,1,,
1715950420.9919944,1087,,,,,,,,,0
1715950420.994897,790,0,34317,,,,,,,
1715950420.9963505,809,,,180,0,43,0,1,,
1715950421.0020099,1087,,,,,,,,,0
1715950421.0049121,790,0,26893,,,,,,,
1715950421.006358,809,,,180,0,43,0,1,,
1715950421.0119267,1087,,,,,,,,,0
1715950421.014931,790,0,26893,,,,,,,
1715950421.0163949,809,,,180,0,43,0,1,,
1715950421.021989,1087,,,,,,,,,0
1715950421.0249827,790,0,26893,,,,,,,
1715950421.0264254,809,,,180,0,43,0,1,,
1715950421.0319118,1087,,,,,,,,,0
1715950421.0349333,790,0,26893,,,,,,,
1715950421.0363955,809,,,180,0,43,0,1,,
1715950421.0419297,1087,,,,,,,,,0
1715950421.0459516,790,0,34829,,,,,,,
1715950421.0473952,809,,,180,0,43,0,1,,
1715950421.051968,1087,,,,,,,,,0
1715950421.0548768,790,0,34829,,,,,,,
1715950421.056324,809,,,180,0,43,0,1,,
1715950421.0619304,1087,,,,,,,,,0
1715950421.066339,790,0,34829,,,,,,,
1715950421.0665731,809,,,180,0,43,0,1,,
1715950421.0719118,1087,,,,,,,,,0
1715950421.0749304,790,0,34829,,,,,,,
1715950421.0751648,809,,,180,0,43,0,1,,
1715950421.082157,1087,,,,,,,,,0
1715950421.0849438,790,0,34829,,,,,,,
1715950421.0863872,809,,,180,0,43,0,1,,
1715950421.0920222,1087,,,,,,,,,0
1715950421.0949035,790,0,39181,,,,,,,
1715950421.096358,809,,,180,0,43,0,1,,
1715950421.1019664,1087,,,,,,,,,0
1715950421.104908,790,0,39181,,,,,,,
1715950421.1063547,809,,,180,0,43,0,1,,
1715950421.1119363,1087,,,,,,,,,0
1715950421.1149302,790,0,39181,,,,,,,
1715950421.1163952,809,,,180,0,43,0,1,,
1715950421.12195,1087,,,,,,,,,0
1715950421.1249292,790,0,39181,,,,,,,
1715950421.1263745,809,,,180,0,43,0,1,,
1715950421.1319358,1087,,,,,,,,,0
1715950421.1349442,790,0,39181,,,,,,,
1715950421.1364021,809,,,180,0,43,0,1,,
1715950421.1419344,1087,,,,,,,,,0
1715950421.1449304,790,0,41485,,,,,,,
1715950421.146375,809,,,180,0,43,0,1,,
1715950421.15209,1087,,,,,,,,,0
1715950421.1549013,790,0,41485,,,,,,,
1715950421.156346,809,,,180,0,43,0,1,,
1715950421.1618764,1087,,,,,,,,,0
1715950421.166253,790,0,41485,,,,,,,
1715950421.1664872,809,,,180,0,43,0,1,,
1715950421.1720486,1087,,,,,,,,,0
1715950421.1748743,790,0,41485,,,,,,,
1715950421.176328,809,,,180,0,43,0,1,,
1715950421.1818469,1087,,,,,,,,,0
1715950421.1848457,790,0,43533,,,,,,,
1715950421.1862953,809,,,180,0,43,0,1,,
1715950421.1918302,1087,,,,,,,,,0
1715950421.1948261,790,0,43533,,,,,,,
1715950421.1962779,809,,,180,0,43,0,1,,
1715950421.2019267,1087,,,,,,,,,0
1715950421.204863,790,0,43533,,,,,,,
1715950421.2063158,809,,,180,0,43,0,1,,
1715950421.2119322,1087,,,,,,,,,0
1715950421.2148328,790,0,43533,,,,,,,
1715950421.21629,809,,,180,0,43,0,1,,
1715950421.2219186,1087,,,,,,,,,0
1715950421.2249103,790,0,43533,,,,,,,
1715950421.2263608,809,,,180,0,43,0,1,,
1715950421.231856,1087,,,,,,,,,0
1715950421.2349222,790,0,35085,,,,,,,
1715950421.2363832,809,,,180,0,43,0,1,,
1715950421.2418303,1087,,,,,,,,,0
1715950421.2448778,790,0,35085,,,,,,,
1715950421.2451124,809,,,180,0,43,0,1,,
1715950421.2518175,1087,,,,,,,,,0
1715950421.2547967,790,0,35085,,,,,,,
1715950421.256248,809,,,180,0,43,0,1,,
1715950421.2618845,1087,,,,,,,,,0
1715950421.2661853,790,0,35085,,,,,,,
1715950421.2664204,809,,,180,0,43,0,1,,
1715950421.2718887,1087,,,,,,,,,0
1715950421.275805,790,0,32013,,,,,,,
1715950421.2772563,809,,,180,0,43,0,1,,
1715950421.2818184,1087,,,,,,,,,0
1715950421.2848163,790,0,32013,,,,,,,
1715950421.2862654,809,,,180,0,43,0,1,,
1715950421.2918625,1087,,,,,,,,,0
1715950421.2948709,790,0,32013,,,,,,,
1715950421.2963262,809,,,180,0,43,0,1,,
1715950421.3018064,1087,,,,,,,,,0
1715950421.3048232,790,0,32013,,,,,,,
1715950421.3062727,809,,,180,0,43,0,1,,
1715950421.3118043,1087,,,,,,,,,0
1715950421.314814,790,0,32013,,,,,,,
1715950421.3162665,809,,,180,0,43,0,1,,
1715950421.3218784,1087,,,,,,,,,0
1715950421.324779,790,0,38925,,,,,,,
1715950421.3262286,809,,,180,0,43,0,1,,
1715950421.3320756,1087,,,,,,,,,0
1715950421.3350844,790,0,38925,,,,,,,
1715950421.3365438,809,,,180,0,43,0,1,,
1715950421.3420868,1087,,,,,,,,,0
1715950421.3450494,790,0,38925,,,,,,,
1715950421.3465006,809,,,180,0,43,0,1,,
1715950421.3520603,1087,,,,,,,,,0
1715950421.3549807,790,0,38925,,,,,,,
1715950421.356436,809,,,180,0,43,0,1,,
1715950421.3620777,1087,,,,,,,,,0
1715950421.366469,790,0,38925,,,,,,,
1715950421.366705,809,,,180,0,43,0,1,,
1715950421.3720315,1087,,,,,,,,,0
1715950421.3750029,790,0,41485,,,,,,,
1715950421.376446,809,,,180,0,43,0,1,,
1715950421.3820848,1087,,,,,,,,,0
1715950421.3850253,790,0,41485,,,,,,,
1715950421.3864715,809,,,180,0,43,0,1,,
1715950421.3919961,1087,,,,,,,,,0
1715950421.3950086,790,0,41485,,,,,,,
1715950421.3964565,809,,,180,0,43,0,1,,
1715950421.4021444,1087,,,,,,,,,0
1715950421.404996,790,0,41485,,,,,,,
1715950421.4064407,809,,,180,0,43,0,1,,
1715950421.412088,1087,,,,,,,,,0
1715950421.4149868,790,0,43789,,,,,,,
1715950421.4164383,809,,,180,0,43,0,1,,
1715950421.4219701,1087,,,,,,,,,0
1715950421.4250386,790,0,43789,,,,,,,
1715950421.426481,809,,,180,0,43,0,1,,
1715950421.431967,1087,,,,,,,,,0
1715950421.4345279,790,0,43789,,,,,,,
1715950421.4359703,809,,,180,0,43,0,1,,
1715950421.442057,1087,,,,,,,,,0
1715950421.4449608,790,0,43789,,,,,,,
1715950421.4464035,809,,,180,0,43,0,1,,
1715950421.451977,1087,,,,,,,,,0
1715950421.4550252,790,0,43789,,,,,,,
1715950421.4564764,809,,,180,0,43,0,1,,
1715950421.461931,1087,,,,,,,,,0
1715950421.4663277,790,0,50189,,,,,,,
1715950421.466566,809,,,180,0,43,0,1,,
1715950421.4720187,1087,,,,,,,,,0
1715950421.4750254,790,0,50189,,,,,,,
1715950421.4764788,809,,,180,0,43,0,1,,
1715950421.4820237,1087,,,,,,,,,0
1715950421.4850488,790,0,50189,,,,,,,
1715950421.4864955,809,,,180,0,43,0,1,,
1715950421.4919271,1087,,,,,,,,,0
1715950421.4949667,790,0,50189,,,,,,,
1715950421.4964252,809,,,180,0,43,0,1,,
1715950421.5020115,1087,,,,,,,,,0
1715950421.5059004,790,0,46861,,,,,,,
1715950421.5073457,809,,,180,0,43,0,1,,
1715950421.5119681,1087,,,,,,,,,0
1715950421.5149136,790,0,46861,,,,,,,
1715950421.5163605,809,,,180,0,43,0,1,,
1715950421.5219865,1087,,,,,,,,,0
1715950421.524992,790,0,46861,,,,,,,
1715950421.5264394,809,,,180,0,43,0,1,,
1715950421.5319343,1087,,,,,,,,,0
1715950421.5349128,790,0,46861,,,,,,,
1715950421.5363734,809,,,180,0,43,0,1,,
1715950421.5420167,1087,,,,,,,,,0
1715950421.5449898,790,0,46861,,,,,,,
1715950421.5464337,809,,,180,0,43,0,1,,
1715950421.5519679,1087,,,,,,,,,0
1715950421.554887,790,0,42253,,,,,,,
1715950421.5563307,809,,,180,0,43,0,1,,
1715950421.561969,1087,,,,,,,,,0
1715950421.5662694,790,0,42253,,,,,,,
1715950421.5665064,809,,,180,0,43,0,1,,
1715950421.571961,1087,,,,,,,,,0
1715950421.5749552,790,0,42253,,,,,,,
1715950421.5764189,809,,,180,0,43,0,1,,
1715950421.5819585,1087,,,,,,,,,0
1715950421.5849943,790,0,42253,,,,,,,
1715950421.5864375,809,,,180,0,43,0,1,,
1715950421.59208,1087,,,,,,,,,0
1715950421.5959773,790,0,44813,,,,,,,
1715950421.5974202,809,,,180,0,43,0,1,,
1715950421.602011,1087,,,,,,,,,0
1715950421.6049263,790,0,44813,,,,,,,
1715950421.6063697,809,,,180,0,43,0,1,,
1715950421.611952,1087,,,,,,,,,0
1715950421.615059,790,0,44813,,,,,,,
1715950421.616507,809,,,180,0,43,0,1,,
1715950421.6219072,1087,,,,,,,,,0
1715950421.6249287,790,0,44813,,,,,,,
1715950421.6251621,809,,,180,0,43,0,1,,
1715950421.6319325,1087,,,,,,,,,0
1715950421.6348886,790,0,44813,,,,,,,
1715950421.6363301,809,,,180,0,43,0,1,,
1715950421.6420207,1087,,,,,,,,,0
1715950421.6450107,790,0,42253,,,,,,,
1715950421.6464522,809,,,180,0,43,0,1,,
1715950421.6519172,1087,,,,,,,,,0
1715950421.6549172,790,0,42253,,,,,,,
1715950421.6563828,809,,,180,0,43,0,1,,
1715950421.6619232,1087,,,,,,,,,0
1715950421.6656477,790,0,42253,,,,,,,
1715950421.6658816,809,,,180,0,43,0,1,,
1715950421.6719117,1087,,,,,,,,,0
1715950421.6748474,790,0,42253,,,,,,,
1715950421.6762884,809,,,180,0,43,0,1,,
1715950421.6818748,1087,,,,,,,,,0
1715950421.6849117,790,0,42253,,,,,,,
1715950421.6863537,809,,,180,0,43,0,1,,
1715950421.6919143,1087,,,,,,,,,0
1715950421.6949105,790,0,44813,,,,,,,
1715950421.6963565,809,,,180,0,43,0,1,,
1715950421.701909,1087,,,,,,,,,0
1715950421.70485,790,0,44813,,,,,,,
1715950421.7062876,809,,,180,0,43,0,1,,
1715950421.7119153,1087,,,,,,,,,0
1715950421.7148395,790,0,44813,,,,,,,
1715950421.716281,809,,,180,0,43,0,1,,
1715950421.721839,1087,,,,,,,,,0
1715950421.7248724,790,0,44813,,,,,,,
1715950421.7263138,809,,,180,0,43,0,1,,
1715950421.7318466,1087,,,,,,,,,0
1715950421.7348373,790,0,50445,,,,,,,
1715950421.7362847,809,,,180,0,43,0,1,,
1715950421.7419114,1087,,,,,,,,,0
1715950421.7449126,790,0,50445,,,,,,,
1715950421.7463543,809,,,180,0,43,0,1,,
1715950421.751857,1087,,,,,,,,,0
1715950421.754856,790,0,50445,,,,,,,
1715950421.7563033,809,,,180,0,43,0,1,,
1715950421.761896,1087,,,,,,,,,0
1715950421.764846,790,0,50445,,,,,,,
1715950421.7662911,809,,,180,0,43,0,1,,
1715950421.7718935,1087,,,,,,,,,0
1715950421.7747962,790,0,50445,,,,,,,
1715950421.776252,809,,,180,0,43,0,1,,
1715950421.7818482,1087,,,,,,,,,0
1715950421.7847993,790,0,46605,,,,,,,
1715950421.7862468,809,,,180,0,43,0,1,,
1715950421.7918532,1087,,,,,,,,,0
1715950421.794788,790,0,46605,,,,,,,
1715950421.7962358,809,,,180,0,43,0,1,,
1715950421.8018105,1087,,,,,,,,,0
1715950421.804806,790,0,46605,,,,,,,
1715950421.8050425,809,,,180,0,43,0,1,,
1715950421.8119147,1087,,,,,,,,,0
1715950421.8148818,790,0,46605,,,,,,,
1715950421.8163338,809,,,180,0,43,0,1,,
1715950421.8219361,1087,,,,,,,,,0
1715950421.8248487,790,0,44557,,,,,,,
1715950421.826325,809,,,180,0,43,0,1,,
1715950421.832245,1087,,,,,,,,,0
1715950421.8351145,790,0,44557,,,,,,,
1715950421.8365583,809,,,180,0,43,0,1,,
1715950421.8421793,1087,,,,,,,,,0
1715950421.8451028,790,0,44557,,,,,,,
1715950421.8465412,809,,,180,0,43,0,1,,
1715950421.852039,1087,,,,,,,,,0
1715950421.855075,790,0,44557,,,,,,,
1715950421.8565242,809,,,180,0,43,0,1,,
1715950421.8620176,1087,,,,,,,,,0
1715950421.8644059,790,0,44557,,,,,,,
1715950421.8660054,809,,,180,0,43,0,1,,
1715950421.8719816,1087,,,,,,,,,0
1715950421.8750126,790,0,52749,,,,,,,
1715950421.8764584,809,,,180,0,43,0,1,,
1715950421.8820684,1087,,,,,,,,,0
1715950421.8850367,790,0,52749,,,,,,,
1715950421.8864772,809,,,180,0,43,0,1,,
1715950421.8920465,1087,,,,,,,,,0
1715950421.8950434,790,0,52749,,,,,,,
1715950421.8964884,809,,,180,0,43,0,1,,
1715950421.902069,1087,,,,,,,,,0
1715950421.9050727,790,0,52749,,,,,,,
1715950421.9065135,809,,,180,0,43,0,1,,
1715950421.9120362,1087,,,,,,,,,0
1715950421.9160435,790,0,45325,,,,,,,
1715950421.9174826,809,,,180,0,43,0,1,,
1715950421.9219575,1087,,,,,,,,,0
1715950421.9249346,790,0,45325,,,,,,,
1715950421.9263716,809,,,180,0,43,0,1,,
1715950421.931951,1087,,,,,,,,,0
1715950421.934997,790,0,45325,,,,,,,
1715950421.936443,809,,,180,0,43,0,1,,
1715950421.941999,1087,,,,,,,,,0
1715950421.9449618,790,0,45325,,,,,,,
1715950421.9464018,809,,,180,0,43,0,1,,
1715950421.9520404,1087,,,,,,,,,0
1715950421.9549818,790,0,45325,,,,,,,
1715950421.9564238,809,,,180,0,43,0,1,,
1715950421.9619436,1087,,,,,,,,,0
1715950421.9658284,790,0,38413,,,,,,,
1715950421.9660623,809,,,180,0,43,0,1,,
1715950421.9719846,1087,,,,,,,,,0
1715950421.9749498,790,0,38413,,,,,,,
1715950421.9764,809,,,180,0,43,0,1,,
1715950421.981982,1087,,,,,,,,,0
1715950421.9849749,790,0,38413,,,,,,,
1715950421.9864168,809,,,180,0,43,0,1,,
1715950421.9920607,1087,,,,,,,,,0
1715950421.9952588,790,0,38413,,,,,,,
1715950421.9967031,809,,,180,0,43,0,1,,
1715950422.0019476,1087,,,,,,,,,0
1715950422.0049944,790,0,38413,,,,,,,
1715950422.0064344,809,,,180,0,43,0,1,,
1715950422.0120215,1087,,,,,,,,,0
1715950422.0150435,790,0,47117,,,,,,,
1715950422.0164933,809,,,180,0,43,0,1,,
1715950422.0219455,1087,,,,,,,,,0
1715950422.0250406,790,0,47117,,,,,,,
1715950422.026482,809,,,180,0,43,0,1,,
1715950422.0320952,1087,,,,,,,,,0
1715950422.0349872,790,0,47117,,,,,,,
1715950422.0364327,809,,,180,0,43,0,1,,
1715950422.0419538,1087,,,,,,,,,0
1715950422.045036,790,0,47117,,,,,,,
1715950422.046484,809,,,180,0,43,0,1,,
1715950422.051928,1087,,,,,,,,,0
1715950422.0549016,790,0,47629,,,,,,,
1715950422.056355,809,,,180,0,43,0,1,,
1715950422.0618937,1087,,,,,,,,,0
1715950422.0642793,790,0,47629,,,,,,,
1715950422.0659106,809,,,180,0,43,0,1,,
1715950422.071955,1087,,,,,,,,,0
1715950422.0749502,790,0,47629,,,,,,,
1715950422.0751877,809,,,180,0,43,0,1,,
1715950422.0819793,1087,,,,,,,,,0
1715950422.0849974,790,0,47629,,,,,,,
1715950422.0864441,809,,,180,0,43,0,1,,
1715950422.0922348,1087,,,,,,,,,0
1715950422.0950463,790,0,47629,,,,,,,
1715950422.0964997,809,,,180,0,44,0,1,,
1715950422.101962,1087,,,,,,,,,0
1715950422.104931,790,0,48909,,,,,,,
1715950422.1063778,809,,,180,0,43,0,1,,
1715950422.1121058,1087,,,,,,,,,0
1715950422.1149693,790,0,48909,,,,,,,
1715950422.1164172,809,,,180,0,43,0,1,,
1715950422.121883,1087,,,,,,,,,0
1715950422.1249697,790,0,48909,,,,,,,
1715950422.1264114,809,,,180,0,43,0,1,,
1715950422.13199,1087,,,,,,,,,0
1715950422.1349807,790,0,48909,,,,,,,
1715950422.136432,809,,,180,0,43,0,1,,
1715950422.142047,1087,,,,,,,,,0
1715950422.1449742,790,0,49677,,,,,,,
1715950422.1464193,809,,,180,0,44,0,1,,
1715950422.1519587,1087,,,,,,,,,0
1715950422.1549273,790,0,49677,,,,,,,
1715950422.156392,809,,,180,0,44,0,1,,
1715950422.1619313,1087,,,,,,,,,0
1715950422.1643047,790,0,49677,,,,,,,
1715950422.165918,809,,,180,0,44,0,1,,
1715950422.1720212,1087,,,,,,,,,0
1715950422.1748679,790,0,49677,,,,,,,
1715950422.1763213,809,,,180,0,44,0,1,,
1715950422.1820376,1087,,,,,,,,,0
1715950422.184953,790,0,49677,,,,,,,
1715950422.1863942,809,,,180,0,45,0,1,,
1715950422.1920106,1087,,,,,,,,,0
1715950422.1948776,790,0,28685,,,,,,,
1715950422.1963255,809,,,180,0,45,0,1,,
1715950422.2018783,1087,,,,,,,,,0
1715950422.2048392,790,0,28685,,,,,,,
1715950422.2062821,809,,,180,0,45,0,1,,
1715950422.2118444,1087,,,,,,,,,0
1715950422.2148743,790,0,28685,,,,,,,
1715950422.216323,809,,,180,0,45,0,1,,
1715950422.2218533,1087,,,,,,,,,0
1715950422.2249093,790,0,28685,,,,,,,
1715950422.2263558,809,,,180,0,45,0,1,,
1715950422.2318466,1087,,,,,,,,,0
1715950422.2348335,790,0,28685,,,,,,,
1715950422.2368412,809,,,180,0,45,0,1,,
1715950422.2418556,1087,,,,,,,,,0
1715950422.244823,790,0,24077,,,,,,,
1715950422.2462623,809,,,180,0,45,0,1,,
1715950422.2518473,1087,,,,,,,,,0
1715950422.2548356,790,0,24077,,,,,,,
1715950422.256279,809,,,180,0,45,0,1,,
1715950422.2618115,1087,,,,,,,,,0
1715950422.2642112,790,0,24077,,,,,,,
1715950422.2658708,809,,,180,0,45,0,1,,
1715950422.271875,1087,,,,,,,,,0
1715950422.2748082,790,0,24077,,,,,,,
1715950422.2762551,809,,,180,0,45,0,1,,
1715950422.2818177,1087,,,,,,,,,0
1715950422.2847934,790,0,35341,,,,,,,
1715950422.2862384,809,,,180,0,45,0,1,,
1715950422.2918448,1087,,,,,,,,,0
1715950422.2948096,790,0,35341,,,,,,,
1715950422.296257,809,,,180,0,45,0,1,,
1715950422.3018134,1087,,,,,,,,,0
1715950422.3048105,790,0,35341,,,,,,,
1715950422.3062565,809,,,180,0,45,0,1,,
1715950422.3118126,1087,,,,,,,,,0
1715950422.3148854,790,0,35341,,,,,,,
1715950422.316331,809,,,180,0,45,0,1,,
1715950422.3218503,1087,,,,,,,,,0
1715950422.3247676,790,0,35341,,,,,,,
1715950422.3262105,809,,,180,0,45,0,1,,
1715950422.3320649,1087,,,,,,,,,0
1715950422.3349652,790,0,39949,,,,,,,
1715950422.336419,809,,,180,0,45,0,1,,
1715950422.342008,1087,,,,,,,,,0
1715950422.3451176,790,0,39949,,,,,,,
1715950422.3465643,809,,,180,0,45,0,1,,
1715950422.3521483,1087,,,,,,,,,0
1715950422.3550074,790,0,39949,,,,,,,
1715950422.3564572,809,,,180,0,45,0,1,,
1715950422.3619967,1087,,,,,,,,,0
1715950422.364381,790,0,39949,,,,,,,
1715950422.365845,809,,,180,0,45,0,1,,
1715950422.3719993,1087,,,,,,,,,0
1715950422.375073,790,0,50189,,,,,,,
1715950422.376522,809,,,180,0,45,0,1,,
1715950422.382052,1087,,,,,,,,,0
1715950422.3849795,790,0,50189,,,,,,,
1715950422.3864264,809,,,180,0,45,0,1,,
1715950422.3919852,1087,,,,,,,,,0
1715950422.3949902,790,0,50189,,,,,,,
1715950422.3964393,809,,,180,0,45,0,1,,
1715950422.402044,1087,,,,,,,,,0
1715950422.4049768,790,0,50189,,,,,,,
